average_accuracy_ak,average_forgetting,average_macro_f1_final,bwt,continual_method,device,ewc_lambda,num_classes_union,num_features,num_tasks,replay_buffer_size,seed,task1_flood_ddos_latency_ms_per_sample_after_final,task1_flood_ddos_test_acc_after_final,task1_flood_ddos_test_macro_f1_after_final,task2_flood_dos_latency_ms_per_sample_after_final,task2_flood_dos_test_acc_after_final,task2_flood_dos_test_macro_f1_after_final,task3_mirai_latency_ms_per_sample_after_final,task3_mirai_test_acc_after_final,task3_mirai_test_macro_f1_after_final,task4_recon_latency_ms_per_sample_after_final,task4_recon_test_acc_after_final,task4_recon_test_macro_f1_after_final
0.839,0.010666666666666677,0.7344409523747233,0.07333333333333332,er_ace,cuda,1.0,14,39,4,1000,42,0.08666488279231999,0.965,0.9589822429609829,0.1143126562510588,0.969,0.9589374717680612,0.07599070313517586,0.754,0.7157824701199893,0.15299316405616992,0.668,0.3040616246498599
