average_accuracy_ak,average_forgetting,average_macro_f1_final,bwt,continual_method,device,ewc_lambda,num_classes_union,num_features,num_tasks,replay_buffer_size,seed,task1_flood_ddos_latency_ms_per_sample_after_final,task1_flood_ddos_test_acc_after_final,task1_flood_ddos_test_macro_f1_after_final,task2_flood_dos_latency_ms_per_sample_after_final,task2_flood_dos_test_acc_after_final,task2_flood_dos_test_macro_f1_after_final,task3_mirai_latency_ms_per_sample_after_final,task3_mirai_test_acc_after_final,task3_mirai_test_macro_f1_after_final,task4_recon_latency_ms_per_sample_after_final,task4_recon_test_acc_after_final,task4_recon_test_macro_f1_after_final
0.6935,0.1366666666666667,0.5887846123208202,-0.128,lwf,cuda,0.0,14,39,4,0,42,0.02739398437370255,0.571,0.5825165788716149,0.028777929719581152,0.76,0.7723711299412082,0.028037890615451033,0.771,0.6844769923747285,0.029272382835188182,0.672,0.31577374809572956
