average_accuracy_ak,average_forgetting,average_macro_f1_final,bwt,continual_method,device,ewc_lambda,num_classes_union,num_features,num_tasks,phase1_latency_ms_per_sample,phase1_latency_ms_per_sample_after_final,phase1_test_acc_after_final,phase1_test_acc_after_phase2,phase1_test_acc_before_phase2,phase1_test_macro_f1_after_final,phase1_test_macro_f1_after_phase2,phase2_latency_ms_per_sample,phase2_latency_ms_per_sample_after_final,phase2_test_acc_after_final,phase2_test_acc_after_phase2,phase2_test_macro_f1_after_final,phase2_test_macro_f1_after_phase2,replay_buffer_size,seed
0.6827666666666666,0.3951,0.39171699547846106,-0.3951,finetune,cuda,0.0,13,39,2,0.024221015621606057,0.024221015621606057,0.4094,0.4094,0.8045,0.2767027419755343,0.2767027419755343,0.023304042974814365,0.023304042974814365,0.9561333333333333,0.9561333333333333,0.5067312489813879,0.5067312489813879,0,42
0.5691999999999999,0.46863333333333335,0.3427391675426708,-0.46863333333333335,finetune,cuda,0.0,13,39,2,0.025959257823160442,0.025959257823160442,0.3376,0.3376,0.8062333333333334,0.2800006423101992,0.2800006423101992,0.026900058594492293,0.026900058594492293,0.8008,0.8008,0.4054776927751424,0.4054776927751424,0,43
0.6449,0.4845333333333333,0.426819790151396,-0.4845333333333333,finetune,cuda,0.0,13,39,2,0.02494529296654946,0.02494529296654946,0.30496666666666666,0.30496666666666666,0.7895,0.3185102092575991,0.3185102092575991,0.025550644522809307,0.025550644522809307,0.9848333333333333,0.9848333333333333,0.5351293710451929,0.5351293710451929,0,44
